Airline ID,Name,Alias,IATA/IACO,Callsign,Country
19674,Rainbow Air (RAI),Rainbow Air (RAI),RN,Rainbow,United States
19675,Rainbow Air Canada,Rainbow Air CAN,RY,Rainbow CAN,Canada
19676,Rainbow Air Polynesia,Rainbow Air POL,RX,Rainbow Air,United States
19677,Rainbow Air Euro,Rainbow Air EU,RU,Rainbow Air,United Kingdom
19678,Rainbow Air US,Rainbow Air US,RM,Rainbow Air,United States
19745,Transilvania,,TNS,,Romania
19751,Dobrolet,Добролёт,QD,DOBROLET,Russia
19774,Spike Airlines,Aero Spike,S0,Spike Air,United States
19776,Grand Cru Airlines,,GCA,,Lithuania
19785,Go2Sky,,RLX,RELAX,Slovakia
19803,All Argentina,All Argentina,L1,,Argentina
19804,All America,All America,A2,,United States
19805,All Asia,All Asia,L9,,China
19806,All Africa,All Africa,9A,,South Africa
19807,Regionalia México,Regionalia México,N4,,Mexico
19808,All Europe,All Europe,N9,,United Kingdom
19809,All Spain,All Spain,N7,,Spain
19810,Regional Air Iceland,Regional Air Iceland,9N,,Iceland
19812,Voestar,Voestar Brasil,8K,,Brazil
19813,All Colombia,All Colombia,7O,,Colombia
19814,Regionalia Uruguay,Regionalia Uruguay,2X,,Uruguay
19815,Regionalia Venezuela,Regionalia Venezuela,9X,,Venezuela
19827,Regionalia Chile,Regionalia Chile,9J,,Chile
19828,Vuela Cuba,Vuela Cuba,6C,,Cuba
19830,All Australia,All Australia,88,,Australia
19831,Fly Europa,,ER,,Spain
19834,FlyPortugal,,PO,FlyPortugal,Portugal
19886,Spring Airlines Japan,,IJ,,Japan
19890,Dense Airways,,KP,DENSE,United States
19891,Dense Connection,,KZ,DC2,United States
19908,Vuola Italia,Vuola Italia,4S,,Italy
19917,Jet Suite,,RSP,Red Stripe,United States
19923,Fly Jamaica Airways,,FJM,Greenheart,Jamaica
19927,Island Express Air,,1X,Abby Air,Canada
19928,All Argentina Express,All Argentina Express,Z0,,Argentina
19930,Thai Smile Airways,THAI Smile,WE,THAI SMILE,Thailand
19944,International AirLink,,I4,,Jamaica
19963,Real Tonga,,RT,,Tonga
19970,All America AR,All America Argentina,2R,,Argentina
19971,All America CL,All America Chile,1R,,Chile
19974,SOCHI AIR EXPRESS,ADLER EXPRESS,Q4,ADLER EXPRESS,Russia
19977,All America BR,All America Brasil,1Y,,Brazil
20004,Volotea Costa Rica,Volotea Costa Rica,9V,,Costa Rica
20017,Fly Romania,,X5,TENDER AIR,Romania
20047,Eagle Atlantic Airlines,,E2,,Ghana
20051,Fly Africa Zimbabwe,Zimbabwe flyafrica.com,FZW,Fresh Express,Zimbabwe
20060,San Dima Air,(Cyber Airlines) Not Real,SDI,FAREFLIGHT,United States
20073,All America CO,All America Colombia,0Y,,Colombia
20074,All America MX,All America México,0M,,Mexico
20110,FOX Linhas Aereas,,FX,,Brazil
20127,Air Kenya (Priv),,QP,,Kenya
20144,Via Conectia Airlines,Via Conectia,6V,,Uruguay
20155,Hebradran Air Services,,HBR,Hebradran,United Kingdom
20158,Pobeda,,PBD,POBEDA,Russia
20160,City Airways,,E8,CITY AIR,Thailand
20170,Norwegian Long Haul AS,,DU,NORSTAR,Norway
20186,BA101,,710,,United Kingdom
20207,TransNusa Air,,M8,TRANSNUSA,Indonesia
20218,Tomp Airlines,Tomp Airlines,ZT,,Chile
20220,Fuzhou Airlines,,FZA,,China
20221,Sky Angkor Airlines (ZA),,SWM,SKY ANGKOR,Cambodia
20222,OneJet,,J1,,United States
20224,Global Airlines,Global Airlines,0G,,Argentina
20225,Mann Yadanarpon Airlines,,MYP,MANN ROYAL,Burma
20264,Air Vistara,Tata SIA Airlines,UK,,India
20268,TransRussiaAirlines,TransRus,1E,,Russia
20270,Severstal Air Company,,D2,,Russia
20282,REXAIR VIRTUEL,,RR,Rexair,France
20285,WestJet Encore,Encore,WR,Encore,Canada
20286,Air Pegasus,,OP,,India
20288,International Europe,International,9I,,Spain
20293,Sky Regional Airlines,,SKV,Maple,Canada
20401,V Air,V Air Taiwan,ZV,,Taiwan
20415,Cello Aviation,,CLJ,CELLOJET,United Kingdom
20478,Pouya Air,,PYA,,Iran
20565,Boutique Air (Priv),,4B,,United States
20566,FlyEgypt,FlyEgypt,FEG,,Egypt
20577,VOLOTEA Airways,,V7,,Spain
20599,INAVIA Internacional,Internacional,Z5,,Argentina
20607,Liberty Airways,,LE,,United States
20608,Аэросервис,,АЯ,,Russia
20653,Aeronautica Militare,,IAM,Italian Airforce,Italy
20657,Bassaka airlines,,5B,5B,Cambodia
20675,Jetstar Japan ,,JJP,ORANGE LINER,Japan
20686,SkyBahamas Airlines,,Q7,TROPICAL SKY,Bahamas
20695,UVT Aero,,UW,,Russia
20698,First Flying,,DAK,,Japan
20710,Silver Airways (3M),,3M,Silver Wings,United States
20716,AtlasGlobal Ukraine,,UJX,Atlas Ukraine,Ukraine
20725,Boliviana de Aviacion (OB),BoA,BOV,BOLIVIANA,Bolivia
20726,US-Bangla Airlines,,UBG,,Bangladesh
20729,Norwegian Air International (D8),,IBK,NORTRANS,Norway
20752,ATA Airlines (Iran),هواپیمایی آتا,I3,ATALAR,Iran
20769,VIA Líneas Aéreas,VIA,V1,,Argentina
20802,GermanXL,,GX,,Germany
20808,Alghanim,,KYA,,United States
20824,Indonesa Air Aisa X,,IDX,Red Phoenix,Indonesia
20827,Fly France,Fly France,FF,,France
20875,Jota Aviation,,ENZ,ENZO,United Kingdom
20881,Europe Jet,Europe Jet,EX,,France
20923,COBALT,COBALT,FCB,COBALT,Cyprus
20931,Southern Airways Express,Sun Air Express,LTD,LIGHTSPEED,United States
20962,Orenburzhie,,ORG,,Russia
20976,World Scale Airlines,World Scale,W3,,United States
20978,All America US,All America US,AG,,United States
20986,University of Birmingham Air Squadron (RAF),8AEF RAF,UAY,UAY,United Kingdom
20991,Choice Airways,,CSX,,United States
20994,Aruba Airlines,,ARU,,Aruba
20995,BudgetAir,BudgetAir,1K,,Germany
20996,Dynamic Airways,,DYA,,United States
21012,Fly One,Fly One,F5,,Moldova
21021,Nordica,,EE,REVAL,Estonia
21036,Tez Jet Airlines,,TEZ,,Kyrgyzstan
21043,Kush Air,,KUH,,South Sudan
21124,ViaAir,Charter Air Transport,SRY,Stingray,United States
21131,All America BOPY,All America BOPY,0P,BOPY,Paraguay
21179,Thai Vietjet Air,,TVJ,THAIVIET JET,Thailand
21248,GX Airlines,,CBG,SPRAY,China
21268,Jetgo Australia,,JG,,Australia
21270,Air Carnival,,2S,,India
21317,Svyaz Rossiya,Russian Commuter ,7R,RussianConnecty,Russia
